lon,lat,elev_m,dBn_nT_per_m,dBe_nT_per_m,dBz_nT_per_m
-75.36291666665281,4.483881792368962,2671.0,1214.3071067357305,623.7603442952409,-345.9130373811332
-75.4093055555417,4.485840429838549,1934.0,577.6321206091036,1228.3083954620931,-345.9130373811332
-75.40679049530074,4.485840429838549,1809.0,326.6814281398272,1669.9392917240991,-345.9130373811332
-75.40455488619766,4.485840429838549,1767.0,109.52974896815937,1623.2181543645083,-345.9130373811332
-75.40203982595669,4.485840429838549,1991.0,-164.06136988025582,1272.7792186715296,-345.9130373811332
-75.39952476571574,4.485840429838549,2160.0,-455.04252364322434,778.9942439723773,-369.9470641577951
-75.39700970547477,4.485840429838549,2209.0,-874.9125563088678,-97.81589709206466,-1277.531378828986
-75.39477409637169,4.485840429838549,2328.0,-1133.687486699077,-1245.9526534461577,-1525.0511181805439
-75.39225903613072,4.485840429838549,2509.0,-52.638075690652514,-1650.497375210628,-1140.2918332068982
-75.38974397588976,4.485840429838549,2718.0,725.6521308755651,-1860.5479879942109,-347.52901712200935
-75.38722891564879,4.485840429838549,2624.0,1236.1381818024151,-1694.2422807377234,-345.9130373811332
-75.38499330654572,4.485840429838549,2567.0,1449.2543799983432,-1313.9273838356685,-346.13230349405785
-75.38247824630476,4.485840429838549,2445.0,1505.8495754306614,-785.845123812602,-475.34179366075045
-75.37996318606379,4.485840429838549,2476.0,1653.5703380969944,-77.29976814384653,-955.2298639338651
-75.37744812582282,4.485840429838549,2594.0,1412.3485218895762,610.1136309205821,-477.2253026009738
-75.37521251671974,4.485840429838549,2592.0,1337.3079998220144,1163.8735846911654,-345.79189295430353
-75.37269745647878,4.485840429838549,2509.0,1309.2695444273627,1334.521036994804,-345.9130373811332
-75.37018239623782,4.485840429838549,2585.0,1274.7438876116717,1071.4012798456733,-345.9130373811332
-75.36766733599686,4.485840429838549,2680.0,1224.362066166726,1019.7857813688014,-345.9130373811332
-75.36543172689377,4.485840429838549,2658.0,1228.939618620039,860.4341921116396,-345.9130373811332
-75.36291666665281,4.485840429838549,2607.0,1205.4726721653178,730.7082245482862,-345.9130373811332
-75.4093055555417,4.487799067308136,2045.0,566.7560883458316,1362.1799755983125,-345.9130373811332
-75.40679049530074,4.487799067308136,1901.0,311.7397484740424,1699.9929396588104,-345.9130373811332
-75.40455488619766,4.487799067308136,1733.0,125.03786603629541,1639.3245660358798,-345.9130373811332
-75.40203982595669,4.487799067308136,1929.0,-185.6350006764472,1412.2484472768183,-345.9130373811332
-75.39952476571574,4.487799067308136,2060.0,-541.315341248205,1018.6510767714724,-674.5957017888155
-75.39700970547477,4.487799067308136,2229.0,-945.042335177262,115.73132407498831,-2402.391341622525
-75.39477409637169,4.487799067308136,2333.0,-1385.638333777225,-1634.6925345986378,-3612.8226231709377
-75.39225903613072,4.487799067308136,2465.0,-564.2240102848141,-2253.578417102001,-1082.6797936798075
-75.38974397588976,4.487799067308136,2642.0,357.0202047736184,-2568.721211734271,-361.0522395890224
-75.38722891564879,4.487799067308136,2570.0,972.1899879994164,-2311.948724277001,-345.94972622486955
-75.38499330654572,4.487799067308136,2544.0,1190.8217111997728,-1789.5822412020032,-346.71583768959886
-75.38247824630476,4.487799067308136,2404.0,970.291865880324,-1270.5125921865051,-740.8147605497501
-75.37996318606379,4.487799067308136,2484.0,516.6189355529689,-998.5033057419678,-875.906822956922
-75.37744812582282,4.487799067308136,2636.0,889.7997277707149,580.8332268661638,-448.1490406254434
-75.37521251671974,4.487799067308136,2551.0,1071.6692184945327,1522.9001424875923,-372.0366464788068
-75.37269745647878,4.487799067308136,2489.0,1159.70274240257,1727.1279882293572,-345.9130373811332
-75.37018239623782,4.487799067308136,2610.0,1194.4778121267218,1392.5096318808946,-345.9130373811332
-75.36766733599686,4.487799067308136,2618.0,1201.8933911815257,1180.1876756498095,-345.9130373811332
-75.36543172689377,4.487799067308136,2566.0,1231.54111767844,1004.7344186298003,-345.9130373811332
-75.36291666665281,4.487799067308136,2537.0,1210.5762851668428,824.8324240197542,-345.9130373811332
-75.4093055555417,4.49003751013052,2106.0,629.7633943302492,1421.123667911834,-345.9130373811332
-75.40679049530074,4.49003751013052,1950.0,367.0783903183583,1607.3282660946657,-345.9130373811332
-75.40455488619766,4.49003751013052,1759.0,227.4652310561363,1544.1233658868791,-345.9130373811332
-75.40203982595669,4.49003751013052,1844.0,11.542900947512928,1368.9028684524942,-345.9130373811332
-75.39952476571574,4.49003751013052,2169.0,-243.2443993311399,1143.7093572927306,-461.46511752736376
-75.39700970547477,4.49003751013052,2276.0,-528.3301347389771,642.0971887431583,-435.72265758713615
-75.39477409637169,4.49003751013052,2334.0,-956.7368613760854,-138.81638294036077,23.523512198745028
-75.39225903613072,4.49003751013052,2407.0,-378.49171021818745,-2576.1521547607344,-614.6600762506324
-75.38974397588976,4.49003751013052,2497.0,305.31932591597655,-3494.5584513925937,-274.0727159299207
-75.38722891564879,4.49003751013052,2530.0,951.1287534834155,-2989.7355220559593,-528.3177257184093
-75.38499330654572,4.49003751013052,2433.0,1310.6989390112772,-2034.696115345972,-496.1491100442414
-75.38247824630476,4.49003751013052,2419.0,686.3551667383506,-1236.2502413073503,-604.1711152871043
-75.37996318606379,4.49003751013052,2568.0,-288.47065975606574,16.916667102669308,-1090.8992545679375
-75.37744812582282,4.49003751013052,2535.0,613.5628062128324,1903.4393439314922,52.14418569216775
-75.37521251671974,4.49003751013052,2491.0,903.6305431264672,2219.771008500312,-104.6315381955771
-75.37269745647878,4.49003751013052,2486.0,1087.5113212527708,2213.0277913409773,-345.91303707124746
-75.37018239623782,4.49003751013052,2557.0,1150.3644805474703,1774.5331136665654,-345.9130373811332
-75.36766733599686,4.49003751013052,2495.0,1198.5332426562118,1348.8899951101225,-345.9130373811332
-75.36543172689377,4.49003751013052,2478.0,1244.1700286970827,1153.2278211514104,-345.9130373811332
-75.36291666665281,4.49003751013052,2455.0,1227.9038020088274,910.1893046191392,-345.9130373811332
-75.4093055555417,4.491996147600107,2148.0,774.6272259057693,1434.0236713120144,-345.9130373811332
-75.40679049530074,4.491996147600107,1989.0,485.0911283308784,1448.1936005258212,-345.9130373811332
-75.40455488619766,4.491996147600107,1779.0,374.4803969033763,1365.5204333397696,-345.9130373811332
-75.40203982595669,4.491996147600107,1827.0,251.4844539131833,1169.5736358591378,-345.9130373811332
-75.39952476571574,4.491996147600107,2051.0,174.88245014850006,874.1284111452533,-343.24886497567354
-75.39700970547477,4.491996147600107,2160.0,234.7330533374034,366.5222437859304,908.7322197726719
-75.39477409637169,4.491996147600107,2302.0,588.9640507564635,-433.56875307193104,437.5253368571189
-75.39225903613072,4.491996147600107,2301.0,536.4635668192408,-3125.601693356112,-1681.259586418168
-75.38974397588976,4.491996147600107,2357.0,363.7800670426859,-4413.975956028549,-338.5663545677935
-75.38722891564879,4.491996147600107,2456.0,983.6644517595381,-3099.9221123453044,-1512.6924940134293
-75.38499330654572,4.491996147600107,2367.0,1865.4817920499752,-1760.6932907211735,-1369.367685205299
-75.38247824630476,4.491996147600107,2456.0,1517.7463172019457,-697.8463798159171,949.6453604911219
-75.37996318606379,4.491996147600107,2455.0,408.4404169872969,1310.5772127395899,258.5630331469949
-75.37744812582282,4.491996147600107,2452.0,753.5194802672895,2642.4353282381,462.2499133283959
-75.37521251671974,4.491996147600107,2407.0,989.9801687403002,2683.88572053629,-123.01899393183467
-75.37269745647878,4.491996147600107,2518.0,1114.3344482355797,2540.993289902086,-345.9130373645891
-75.37018239623782,4.491996147600107,2527.0,1153.2428803160617,2030.6745232692465,-345.9130373811332
-75.36766733599686,4.491996147600107,2455.0,1217.7634909870994,1468.6605175669163,-345.9130373811332
-75.36543172689377,4.491996147600107,2407.0,1266.7941851322564,1236.3735712790317,-345.9130373811332
-75.36291666665281,4.491996147600107,2414.0,1251.6634334450803,957.7806847515175,-345.9130373811332
-75.4093055555417,4.493954785069693,2206.0,961.3405389095276,1382.2202993790222,-345.9130373811332
-75.40679049530074,4.493954785069693,2022.0,672.469902387753,1322.4911079829649,-345.9130373811332
-75.40455488619766,4.493954785069693,1788.0,569.5832753759737,1129.2151739118249,-345.9130373811332
-75.40203982595669,4.493954785069693,1739.0,498.734968944883,843.615589870512,-345.9130373811332
-75.39952476571574,4.493954785069693,1928.0,534.3135795265791,403.2521466963531,-344.77506122346267
-75.39700970547477,4.493954785069693,2113.0,746.142526222296,-506.2664658964356,393.4022658003313
-75.39477409637169,4.493954785069693,2181.0,1118.8621518743157,-2006.4489078764805,-175.24357532012422
-75.39225903613072,4.493954785069693,2200.0,1066.2825032108467,-3965.2143857272267,-449.89954035305607
-75.38974397588976,4.493954785069693,2242.0,269.00556325146806,-5793.182057923588,-232.18569711446796
-75.38722891564879,4.493954785069693,2316.0,660.1820852077337,-2109.502287126058,-2472.6585988783618
-75.38499330654572,4.493954785069693,2386.0,1924.0925700965827,-1630.7938957728193,-1920.5806862824775
-75.38247824630476,4.493954785069693,2411.0,2115.8196039266454,-242.4377816818868,959.1432704109451
-75.37996318606379,4.493954785069693,2356.0,1594.1631430483733,1443.1345038517584,1125.3184874175545
-75.37744812582282,4.493954785069693,2315.0,1175.7654279500985,2536.2660703577358,45.108946993416836
-75.37521251671974,4.493954785069693,2382.0,1156.5672909288996,2795.52402378802,-329.0953556020105
-75.37269745647878,4.493954785069693,2452.0,1175.525280259726,2686.20462036719,-345.9130373811332
-75.37018239623782,4.493954785069693,2451.0,1215.4074846995443,2156.0979546141302,-345.9130373811332
-75.36766733599686,4.493954785069693,2412.0,1256.5870739556392,1527.9983987392934,-345.9130373811332
-75.36543172689377,4.493954785069693,2380.0,1300.0717483045064,1266.0709815082496,-345.9130373811332
-75.36291666665281,4.493954785069693,2400.0,1281.4633076110485,971.9875384308191,-345.9130373811332
-75.4093055555417,4.49591342253928,2173.0,1105.325491905729,1248.1466448162457,-345.9130373811332
-75.40679049530074,4.49591342253928,2005.0,908.5417298862761,1198.6910806741766,-345.9130373811332
-75.40455488619766,4.49591342253928,1870.0,802.7692704501563,960.7407138571878,-345.9130373811332
-75.40203982595669,4.49591342253928,1697.0,746.0724182881411,513.4716640284182,-345.9130373811332
-75.39952476571574,4.49591342253928,1850.0,794.018967047471,-67.89607054958074,-345.91301898447387
-75.39700970547477,4.49591342253928,2016.0,955.3798692367233,-1106.5536092100454,-141.50687418695549
-75.39477409637169,4.49591342253928,2114.0,1117.8833963866,-2439.730675789962,-130.28907898258052
-75.39225903613072,4.49591342253928,2106.0,965.1813322273049,-4244.43652390573,180.34436968713328
-75.38974397588976,4.49591342253928,2181.0,500.00848810437424,-4503.371273827217,-373.36530123787134
-75.38722891564879,4.49591342253928,2327.0,605.0039358646179,-1408.749270335903,-1487.140727195183
-75.38499330654572,4.49591342253928,2384.0,1415.1282207394825,-539.2988349084662,-1228.0344850576516
-75.38247824630476,4.49591342253928,2335.0,1883.2382405535009,244.3303497793841,-11.681311458174749
-75.37996318606379,4.49591342253928,2268.0,1725.9253519884705,1402.8882840366841,142.3950242296899
-75.37744812582282,4.49591342253928,2249.0,1437.0589427470045,2352.3144439170946,-318.14784940406867
-75.37521251671974,4.49591342253928,2275.0,1327.382029057036,2710.26124805304,-345.9130376271414
-75.37269745647878,4.49591342253928,2360.0,1291.5752120404163,2667.1496813280355,-345.9130373811332
-75.37018239623782,4.49591342253928,2342.0,1290.518165064427,2139.864599129627,-345.9130373811332
-75.36766733599686,4.49591342253928,2341.0,1308.5992450731478,1511.8263262137275,-345.9130373811332
-75.36543172689377,4.49591342253928,2390.0,1341.1538127974898,1240.7099078295928,-345.9130373811332
-75.36291666665281,4.49591342253928,2432.0,1315.0623141667138,946.7709953688664,-345.9130373811332
-75.4093055555417,4.497872060008866,2146.0,1252.3946724084817,1082.4277496176694,-345.9130373811332
-75.40679049530074,4.497872060008866,2038.0,1081.2667595022945,1034.5735672004346,-345.9130373811332
-75.40455488619766,4.497872060008866,1884.0,1045.9071796126989,802.374279744269,-345.9130373811332
-75.40203982595669,4.497872060008866,1728.0,1011.1907890866878,329.67991740465266,-345.9130373811332
-75.39952476571574,4.497872060008866,1771.0,1003.2537177724045,-312.7114702023771,-345.9130373811332
-75.39700970547477,4.497872060008866,1939.0,1076.4395534741316,-1305.4788005979995,-345.91161552490905
-75.39477409637169,4.497872060008866,1976.0,1110.8862396183556,-2357.293022013484,-344.3294575665594
-75.39225903613072,4.497872060008866,2028.0,985.6862335669385,-3350.324204373572,-253.6170157067878
-75.38974397588976,4.497872060008866,2179.0,787.9945527324649,-3122.538771593692,-481.04165181111796
-75.38722891564879,4.497872060008866,2283.0,900.0988224008252,-1495.6360866164837,-502.6207130775098
-75.38499330654572,4.497872060008866,2355.0,1312.9516576835254,-386.6010626488419,-409.8908154180361
-75.38247824630476,4.497872060008866,2341.0,1667.574189457614,474.26574486968923,-345.9209779841712
-75.37996318606379,4.497872060008866,2223.0,1690.574903577271,1396.9250073636504,-345.8622977582251
-75.37744812582282,4.497872060008866,2165.0,1563.3999230036018,2171.975905342584,-345.91303731903565
-75.37521251671974,4.497872060008866,2148.0,1474.6649463920626,2567.721455412531,-345.9130373811332
-75.37269745647878,4.497872060008866,2236.0,1414.0172211982301,2538.3522402147164,-345.9130373811332
-75.37018239623782,4.497872060008866,2257.0,1358.952751432365,1998.871406516394,-345.9130373811332
-75.36766733599686,4.497872060008866,2377.0,1366.5661586975193,1425.4792378551765,-345.9130373811332
-75.36543172689377,4.497872060008866,2486.0,1385.2386822338317,1163.1668125215874,-345.9130373811332
-75.36291666665281,4.497872060008866,2497.0,1350.1824230676566,879.0898520999955,-345.9130373811332
-75.4093055555417,4.500110502831252,2224.0,1482.0823498198697,903.3414690102686,-345.9130373811332
-75.40679049530074,4.500110502831252,2121.0,1279.1957065711667,875.4183182576924,-345.9130373811332
-75.40455488619766,4.500110502831252,2012.0,1206.5023186456835,583.9955438624362,-345.9130373811332
-75.40203982595669,4.500110502831252,1800.0,1274.4446401219793,189.00662239420296,-345.9130373811332
-75.39952476571574,4.500110502831252,1664.0,1272.888654040903,-376.7214723652951,-345.9130373811332
-75.39700970547477,4.500110502831252,1735.0,1255.3774063085207,-1162.0385677165305,-345.9130373811332
-75.39477409637169,4.500110502831252,1817.0,1219.9018790308337,-1864.8231896721586,-345.9130373811332
-75.39225903613072,4.500110502831252,1946.0,1138.101301718831,-2352.9360126418323,-345.91303738549897
-75.38974397588976,4.500110502831252,2100.0,1075.078140305675,-2106.3483365459624,-345.91394990474885
-75.38722891564879,4.500110502831252,2184.0,1167.111243214797,-1194.5824609814276,-345.8347343058043
-75.38499330654572,4.500110502831252,2286.0,1381.9258701756298,-323.32837693126646,-345.9113928276205
-75.38247824630476,4.500110502831252,2244.0,1607.2947535098115,564.302549263087,-345.9130373811332
-75.37996318606379,4.500110502831252,2154.0,1699.0755282136888,1386.8568194905488,-345.9130373811332
-75.37744812582282,4.500110502831252,2089.0,1661.6428993230566,1998.6616074040871,-345.9130373811332
-75.37521251671974,4.500110502831252,2042.0,1587.30156584338,2348.068967739258,-345.9130373811332
-75.37269745647878,4.500110502831252,2096.0,1500.8131300109562,2299.0628816423905,-345.9130373811332
-75.37018239623782,4.500110502831252,2236.0,1420.6215137043662,1725.4283951871498,-345.9130373811332
-75.36766733599686,4.500110502831252,2366.0,1433.408692654743,1267.0955292037702,-345.9130373811332
-75.36543172689377,4.500110502831252,2495.0,1432.9269610294427,1030.3090180650152,-345.9130373811332
-75.36291666665281,4.500110502831252,2534.0,1390.154488228196,718.6529313274966,-345.9130373811332
-75.4093055555417,4.502069140300838,2298.0,1643.7037727670067,655.9448131744373,-345.9130373811332
-75.40679049530074,4.502069140300838,2213.0,1484.866382744081,799.048053418777,-345.9130373811332
-75.40455488619766,4.502069140300838,2052.0,1374.4331945480449,497.50818659969906,-345.9130373811332
-75.40203982595669,4.502069140300838,1901.0,1411.8713432644481,119.81782212618356,-345.9130373811332
-75.39952476571574,4.502069140300838,1802.0,1427.4270376691802,-390.98237493755744,-345.9130373811332
-75.39700970547477,4.502069140300838,1680.0,1423.2654861389447,-956.4354145639509,-345.9130373811332
-75.39477409637169,4.502069140300838,1679.0,1400.173531948557,-1460.4732882002295,-345.9130373811332
-75.39225903613072,4.502069140300838,1887.0,1352.2899100705556,-1727.8073252063468,-345.9130373811332
-75.38974397588976,4.502069140300838,2003.0,1329.3318176984226,-1525.7525486495902,-345.9130373811332
-75.38722891564879,4.502069140300838,2149.0,1393.9245883127637,-888.4752625608583,-345.9130373811332
-75.38499330654572,4.502069140300838,2242.0,1525.2221679827285,-150.90107409043583,-345.9130373811332
-75.38247824630476,4.502069140300838,2189.0,1679.162554535753,653.4716509948198,-345.9130373811332
-75.37996318606379,4.502069140300838,2088.0,1734.635753625048,1309.8519706520383,-345.9130373811332
-75.37744812582282,4.502069140300838,1956.0,1701.6286330995367,1901.6919818277888,-345.9130373811332
-75.37521251671974,4.502069140300838,1937.0,1639.5714357490215,2122.1389089350496,-345.9130373811332
-75.37269745647878,4.502069140300838,2038.0,1532.5092873312465,1997.68811464875,-345.9130373811332
-75.37018239623782,4.502069140300838,2176.0,1466.0903394977822,1434.070789968408,-345.9130373811332
-75.36766733599686,4.502069140300838,2355.0,1486.9251423620176,1102.8462849094533,-345.9130373811332
-75.36543172689377,4.502069140300838,2480.0,1469.0830357243944,874.8207037975319,-345.9130373811332
-75.36291666665281,4.502069140300838,2505.0,1424.8758286176876,541.3477182378692,-345.9130373811332
-75.4093055555417,4.504027777770425,2372.0,1738.6963224506849,507.63568550151615,-345.9130373811332
-75.40679049530074,4.504027777770425,2259.0,1624.300336624353,640.7030092625413,-345.9130373811332
-75.40455488619766,4.504027777770425,2107.0,1528.8584763112121,482.5679868211341,-345.9130373811332
-75.40203982595669,4.504027777770425,1995.0,1539.9827921828228,183.07735893784252,-345.9130373811332
-75.39952476571574,4.504027777770425,1890.0,1594.5156313949715,-268.5482803000641,-345.9130373811332
-75.39700970547477,4.504027777770425,1769.0,1576.730296015903,-711.3337237413059,-345.9130373811332
-75.39477409637169,4.504027777770425,1641.0,1552.489205441027,-1081.8312261538902,-345.9130373811332
-75.39225903613072,4.504027777770425,1771.0,1528.3550857098899,-1242.8757329502569,-345.9130373811332
-75.38974397588976,4.504027777770425,1924.0,1532.261227931827,-1033.2821833227854,-345.9130373811332
-75.38722891564879,4.504027777770425,2088.0,1586.9732906690306,-517.48619332184,-345.9130373811332
-75.38499330654572,4.504027777770425,2157.0,1667.1983650813215,48.1873304124076,-345.9130373811332
-75.38247824630476,4.504027777770425,2113.0,1730.3058056020861,667.6358406935076,-345.9130373811332
-75.37996318606379,4.504027777770425,2010.0,1751.8020241658141,1285.3767420966396,-345.9130373811332
-75.37744812582282,4.504027777770425,1914.0,1726.673742572531,1764.4734470683377,-345.9130373811332
-75.37521251671974,4.504027777770425,1903.0,1644.0584713184135,1888.1312817201774,-345.9130373811332
-75.37269745647878,4.504027777770425,2079.0,1540.7312244496693,1621.2709635904316,-345.9130373811332
-75.37018239623782,4.504027777770425,2180.0,1514.5000837234338,1155.8832894698903,-345.9130373811332
-75.36766733599686,4.504027777770425,2350.0,1529.039455140486,913.8256930784901,-345.9130373811332
-75.36543172689377,4.504027777770425,2462.0,1496.1966788011378,663.5277405925494,-345.9130373811332
-75.36291666665281,4.504027777770425,2564.0,1458.560363523162,489.9283708891869,-345.91303738113277
